
Using cpu device
-----------------------------
| time/              |      |
|    entropy_loss         | -1.01        |
|    explained_variance   | 9.31e-05     |
|    learning_rate        | 0.00025      |
|    loss                 | 6.95         |
|    n_updates            | 56           |
|    policy_gradient_loss | -0.00138     |
|    value_loss           | 15           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 627          |
|    ep_rew_mean          | -71.8        |
| time/                   |              |
|    fps                  | 341          |
|    iterations           | 16           |
|    time_elapsed         | 48           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0016249479 |
|    clip_fraction        | 0.0454       |
|    clip_range           | 0.1          |
|    entropy_loss         | -0.977       |
|    explained_variance   | 0.000154     |
|    learning_rate        | 0.00025      |
|    loss                 | 5.71         |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00143     |
|    value_loss           | 11.5         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 639          |
|    ep_rew_mean          | -71.5        |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 17           |
|    time_elapsed         | 51           |
|    total_timesteps      | 17408        |
| train/                  |              |
|    approx_kl            | 0.0016946739 |
|    clip_fraction        | 0.0959       |
|    clip_range           | 0.1          |
|    entropy_loss         | -0.957       |
|    explained_variance   | 0.000182     |
|    learning_rate        | 0.00025      |
|    loss                 | 5.26         |
|    n_updates            | 64           |
|    policy_gradient_loss | 0.000924     |
|    value_loss           | 9.69         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 639          |
|    ep_rew_mean          | -72.1        |
| time/                   |              |
|    fps                  | 339          |
|    iterations           | 18           |
|    time_elapsed         | 54           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0022620335 |
|    clip_fraction        | 0.312        |
|    clip_range           | 0.1          |
|    entropy_loss         | -0.98        |
|    explained_variance   | 0.00018      |
|    learning_rate        | 0.00025      |
|    loss                 | 5.19         |
|    n_updates            | 68           |
|    policy_gradient_loss | 0.00383      |
|    value_loss           | 10.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 639         |
|    ep_rew_mean          | -72.1       |
| time/                   |             |
|    fps                  | 338         |
|    iterations           | 19          |
|    time_elapsed         | 57          |
|    total_timesteps      | 19456       |
| train/                  |             |
|    approx_kl            | 0.004121326 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.1         |
|    entropy_loss         | -0.931      |
|    explained_variance   | 0.000471    |
|    learning_rate        | 0.00025     |
|    loss                 | 2.85        |
|    n_updates            | 72          |
|    policy_gradient_loss | 0.000856    |
|    value_loss           | 6.86        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 661         |
|    ep_rew_mean          | -72.3       |
| time/                   |             |
|    fps                  | 337         |
|    iterations           | 20          |
|    time_elapsed         | 60          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.007446763 |
|    clip_fraction        | 0.199       |
|    clip_range           | 0.1         |
|    entropy_loss         | -0.962      |
|    explained_variance   | 0.000557    |
|    learning_rate        | 0.00025     |
|    loss                 | 8.12        |
|    n_updates            | 76          |
|    policy_gradient_loss | 0.00356     |
|    value_loss           | 14.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 666          |
|    ep_rew_mean          | -72          |
| time/                   |              |
|    fps                  | 337          |
|    iterations           | 21           |
|    time_elapsed         | 63           |
|    total_timesteps      | 21504        |
| train/                  |              |
|    approx_kl            | 0.0010039555 |
|    clip_fraction        | 0.0476       |
|    clip_range           | 0.1          |
|    entropy_loss         | -0.973       |
|    explained_variance   | 0.00026      |
|    learning_rate        | 0.00025      |
|    loss                 | 6.32         |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00156     |
|    value_loss           | 13.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 672         |
|    ep_rew_mean          | -71.2       |
| time/                   |             |
|    fps                  | 336         |
|    iterations           | 22          |
|    time_elapsed         | 66          |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.009881561 |
|    clip_fraction        | 0.283       |
|    clip_range           | 0.1         |
|    entropy_loss         | -0.997      |
|    explained_variance   | 0.00146     |
|    learning_rate        | 0.00025     |
|    loss                 | 5.3         |
|    n_updates            | 84          |
|    policy_gradient_loss | 0.00247     |
|    value_loss           | 7.75        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 661          |
|    ep_rew_mean          | -72.2        |
| time/                   |              |
|    fps                  | 337          |
|    iterations           | 23           |
|    time_elapsed         | 69           |
|    total_timesteps      | 23552        |
| train/                  |              |
|    approx_kl            | 0.0003367025 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.03        |
|    explained_variance   | 0.000122     |
|    learning_rate        | 0.00025      |
|    loss                 | 5.69         |
|    n_updates            | 88           |
|    policy_gradient_loss | -0.000271    |
|    value_loss           | 13.2         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 695           |
|    ep_rew_mean          | -69.8         |
| time/                   |               |
|    fps                  | 335           |
|    iterations           | 24            |
|    time_elapsed         | 73            |
|    total_timesteps      | 24576         |
| train/                  |               |
|    approx_kl            | 0.00040329114 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    entropy_loss         | -1.04         |
|    explained_variance   | 0.000523      |
|    learning_rate        | 0.00025       |
|    loss                 | 6.91          |
|    n_updates            | 92            |
|    policy_gradient_loss | 7.3e-05       |
|    value_loss           | 12.4          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 701           |
|    ep_rew_mean          | -69.7         |
| time/                   |               |
|    fps                  | 335           |
|    iterations           | 25            |
|    time_elapsed         | 76            |
|    total_timesteps      | 25600         |
| train/                  |               |
|    approx_kl            | 0.00014261197 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    entropy_loss         | -1.04         |
|    explained_variance   | 0.000926      |
|    learning_rate        | 0.00025       |
|    loss                 | 5.32          |
|    n_updates            | 96            |
|    policy_gradient_loss | 3.42e-05      |
|    value_loss           | 10.8          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 701           |
|    ep_rew_mean          | -69.7         |
| time/                   |               |
|    fps                  | 334           |
|    iterations           | 26            |
|    time_elapsed         | 79            |
|    total_timesteps      | 26624         |
| train/                  |               |
|    approx_kl            | 2.4274457e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    entropy_loss         | -1.05         |
|    explained_variance   | 0.00117       |
|    learning_rate        | 0.00025       |
|    loss                 | 6.31          |
|    n_updates            | 100           |
|    policy_gradient_loss | 0.000125      |
|    value_loss           | 11            |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 699          |
|    ep_rew_mean          | -69          |
| time/                   |              |
|    fps                  | 333          |
|    iterations           | 27           |
|    time_elapsed         | 82           |
|    total_timesteps      | 27648        |
| train/                  |              |
|    approx_kl            | 0.0011498032 |
|    clip_fraction        | 0.0403       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.04        |
|    explained_variance   | 0.000211     |
|    learning_rate        | 0.00025      |
|    loss                 | 4.13         |
|    n_updates            | 104          |
|    policy_gradient_loss | -0.000165    |
|    value_loss           | 8.58         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 699         |
|    ep_rew_mean          | -70.3       |
| time/                   |             |
|    fps                  | 334         |
|    iterations           | 28          |
|    time_elapsed         | 85          |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.001182463 |
|    clip_fraction        | 0           |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.000321    |
|    learning_rate        | 0.00025     |
|    loss                 | 6.02        |
|    n_updates            | 108         |
|    policy_gradient_loss | -0.000269   |
|    value_loss           | 11.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 699          |
|    ep_rew_mean          | -70.3        |
| time/                   |              |
|    fps                  | 334          |
|    iterations           | 29           |
|    time_elapsed         | 88           |
|    total_timesteps      | 29696        |
| train/                  |              |
|    approx_kl            | 0.0016254951 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.01        |
|    explained_variance   | 0.00162      |
|    learning_rate        | 0.00025      |
|    loss                 | 6.02         |
|    n_updates            | 112          |
|    policy_gradient_loss | -0.00164     |
|    value_loss           | 12.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 699          |
|    ep_rew_mean          | -70.7        |
| time/                   |              |
|    fps                  | 334          |
|    iterations           | 30           |
|    time_elapsed         | 91           |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0009905235 |
|    clip_fraction        | 0.0979       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.01        |
|    explained_variance   | -0.00121     |
|    learning_rate        | 0.00025      |
|    loss                 | 7.2          |
|    n_updates            | 116          |
|    policy_gradient_loss | 0.00146      |
|    value_loss           | 14.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 709          |
|    ep_rew_mean          | -70.6        |
| time/                   |              |
|    fps                  | 334          |
|    iterations           | 31           |
|    time_elapsed         | 94           |
|    total_timesteps      | 31744        |
| train/                  |              |
|    approx_kl            | 0.0019298164 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.03        |
|    explained_variance   | 0.000306     |
|    learning_rate        | 0.00025      |
|    loss                 | 6.95         |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00192     |
|    value_loss           | 13.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 707          |
|    ep_rew_mean          | -70.8        |
| time/                   |              |
|    fps                  | 335          |
|    iterations           | 32           |
|    time_elapsed         | 97           |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0033744457 |
|    clip_fraction        | 0.0918       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.04        |
|    explained_variance   | -0.000774    |
|    learning_rate        | 0.00025      |
|    loss                 | 5.43         |
|    n_updates            | 124          |
|    policy_gradient_loss | -0.00108     |
|    value_loss           | 9.55         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 705           |
|    ep_rew_mean          | -70.4         |
| time/                   |               |
|    fps                  | 335           |
|    iterations           | 33            |
|    time_elapsed         | 100           |
|    total_timesteps      | 33792         |
| train/                  |               |
|    approx_kl            | 0.00040642422 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    entropy_loss         | -1.04         |
|    explained_variance   | -6e-05        |
|    learning_rate        | 0.00025       |
|    loss                 | 7.89          |
|    n_updates            | 128           |
|    policy_gradient_loss | 0.000543      |
|    value_loss           | 17.2          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 707           |
|    ep_rew_mean          | -69.8         |
| time/                   |               |
|    fps                  | 334           |
|    iterations           | 34            |
|    time_elapsed         | 103           |
|    total_timesteps      | 34816         |
| train/                  |               |
|    approx_kl            | 0.00037445308 |
|    clip_fraction        | 0.0398        |
|    clip_range           | 0.1           |
|    entropy_loss         | -1.02         |
|    explained_variance   | -9.82e-05     |
|    learning_rate        | 0.00025       |
|    loss                 | 7.43          |
|    n_updates            | 132           |
|    policy_gradient_loss | 0.00169       |
|    value_loss           | 15.5          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 704          |
|    ep_rew_mean          | -69.6        |
| time/                   |              |
|    fps                  | 336          |
|    iterations           | 35           |
|    time_elapsed         | 106          |
|    total_timesteps      | 35840        |
| train/                  |              |
|    approx_kl            | 0.0015913858 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.04        |
|    explained_variance   | 0.00032      |
|    learning_rate        | 0.00025      |
|    loss                 | 6.16         |
|    n_updates            | 136          |
|    policy_gradient_loss | -0.00134     |
|    value_loss           | 13.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 707          |
|    ep_rew_mean          | -68.9        |
| time/                   |              |
|    fps                  | 335          |
|    iterations           | 36           |
|    time_elapsed         | 109          |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0017868173 |
|    clip_fraction        | 0.0869       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.05        |
|    explained_variance   | 0.00119      |
|    learning_rate        | 0.00025      |
|    loss                 | 5.55         |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.000428    |
|    value_loss           | 10.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 707         |
|    ep_rew_mean          | -68.9       |
| time/                   |             |
|    fps                  | 335         |
|    iterations           | 37          |
|    time_elapsed         | 112         |
|    total_timesteps      | 37888       |
| train/                  |             |
|    approx_kl            | 0.007894842 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.03       |
|    explained_variance   | -0.0002     |
|    learning_rate        | 0.00025     |
|    loss                 | 6.91        |
|    n_updates            | 144         |
|    policy_gradient_loss | 0.00505     |
|    value_loss           | 12.4        |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 707           |
|    ep_rew_mean          | -68.9         |
| time/                   |               |
|    fps                  | 335           |
|    iterations           | 38            |
|    time_elapsed         | 115           |
|    total_timesteps      | 38912         |
| train/                  |               |
|    approx_kl            | 0.00028074352 |
|    clip_fraction        | 0.0388        |
|    clip_range           | 0.1           |
|    entropy_loss         | -1.03         |
|    explained_variance   | -0.000317     |
|    learning_rate        | 0.00025       |
|    loss                 | 6.76          |
|    n_updates            | 148           |
|    policy_gradient_loss | 0.000314      |
|    value_loss           | 15            |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 705           |
|    ep_rew_mean          | -68.7         |
| time/                   |               |
|    fps                  | 335           |
|    iterations           | 39            |
|    time_elapsed         | 119           |
|    total_timesteps      | 39936         |
| train/                  |               |
|    approx_kl            | 0.00013787416 |
|    clip_fraction        | 0.0425        |
|    clip_range           | 0.1           |
|    entropy_loss         | -1.01         |
|    explained_variance   | -0.000932     |
|    learning_rate        | 0.00025       |
|    loss                 | 6.23          |
|    n_updates            | 152           |
|    policy_gradient_loss | 0.000745      |
|    value_loss           | 12.6          |
-------------------------------------------
Traceback (most recent call last):
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/work/rleap1/rishabh.bhatia/Master-Thesis-GNN/games/pong/run_supervised_cnn.py", line 110, in <module>
    model.learn(total_timesteps=1000000, callback=[callback, wandb_callback, eval_callback])
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/ppo/ppo.py", line 315, in learn
    return super().learn(
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/on_policy_algorithm.py", line 300, in learn
    continue_training = self.collect_rollouts(self.env, callback, self.rollout_buffer, n_rollout_steps=self.n_steps)
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/on_policy_algorithm.py", line 201, in collect_rollouts
    if not callback.on_step():
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/callbacks.py", line 114, in on_step
    return self._on_step()
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/callbacks.py", line 219, in _on_step
    continue_training = callback.on_step() and continue_training
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/callbacks.py", line 114, in on_step
    return self._on_step()
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/callbacks.py", line 460, in _on_step
    episode_rewards, episode_lengths = evaluate_policy(
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/evaluation.py", line 94, in evaluate_policy
    new_observations, rewards, dones, infos = env.step(actions)
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/vec_env/base_vec_env.py", line 205, in step
    self.step_async(actions)
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/site-packages/stable_baselines3/common/vec_env/subproc_vec_env.py", line 125, in step_async
    remote.send(("step", action))
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/multiprocessing/connection.py", line 206, in send
    self._send_bytes(_ForkingPickler.dumps(obj))
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/multiprocessing/reduction.py", line 51, in dumps
    cls(buf, protocol).dump(obj)
  File "/work/rleap1/rishabh.bhatia/miniconda3/envs/train/lib/python3.10/multiprocessing/reduction.py", line 40, in __init__
    self.dispatch_table = self._copyreg_dispatch_table.copy()
KeyboardInterrupt
