Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
-----------------------------
| time/              |      |
|    value_loss           | 341         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.12e+03     |
|    ep_rew_mean          | 2.54e+03     |
| time/                   |              |
|    fps                  | 78           |
|    iterations           | 11           |
|    time_elapsed         | 285          |
|    total_timesteps      | 22528        |
| train/                  |              |
|    approx_kl            | 0.0048364284 |
|    clip_fraction        | 0.000635     |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.882       |
|    explained_variance   | 0.646        |
|    learning_rate        | 0.0003       |
|    loss                 | 176          |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00502     |
|    value_loss           | 419          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.12e+03     |
|    ep_rew_mean          | 2.54e+03     |
| time/                   |              |
|    fps                  | 78           |
|    iterations           | 12           |
|    time_elapsed         | 313          |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0065929405 |
|    clip_fraction        | 0.0396       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.842       |
|    explained_variance   | 0.569        |
|    learning_rate        | 0.0003       |
|    loss                 | 152          |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.0059      |
|    value_loss           | 438          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5.18e+03     |
|    ep_rew_mean          | 3.59e+03     |
| time/                   |              |
|    fps                  | 77           |
|    iterations           | 13           |
|    time_elapsed         | 341          |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0029468716 |
|    clip_fraction        | 0.00459      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.8         |
|    explained_variance   | 0.52         |
|    learning_rate        | 0.0003       |
|    loss                 | 511          |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00326     |
|    value_loss           | 618          |
------------------------------------------
Traceback (most recent call last):
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/freeway/run_supervised_gnn.py", line 47, in <module>
    model.learn(total_timesteps=1000000, callback=WandbCallback())
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/ppo/ppo.py", line 315, in learn
    return super().learn(
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/on_policy_algorithm.py", line 313, in learn
    self.train()
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/ppo/ppo.py", line 217, in train
    values, log_prob, entropy = self.policy.evaluate_actions(rollout_data.observations, actions)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 730, in evaluate_actions
    features = self.extract_features(obs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 672, in extract_features
    return super().extract_features(obs, self.features_extractor if features_extractor is None else features_extractor)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 131, in extract_features
    return features_extractor(preprocessed_obs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/model/policy.py", line 40, in forward
    pyg_data = self.encoder.encode(observations)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/encoder/GraphEncoder.py", line 147, in encode
    graph.add_edge(j, atom_index, position=1)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/networkx/classes/graph.py", line 962, in add_edge
    datadict = self._adj[u].get(v, self.edge_attr_dict_factory())
KeyboardInterrupt
