Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
-----------------------------
| time/              |      |
|    time_elapsed         | 327         |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.004467359 |
|    clip_fraction        | 0.0729      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.932      |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0003      |
|    loss                 | 8.8         |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00177    |
|    value_loss           | 29.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.3e+03    |
| time/                   |             |
|    fps                  | 43          |
|    iterations           | 8           |
|    time_elapsed         | 378         |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.015728893 |
|    clip_fraction        | 0.0861      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.889      |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0003      |
|    loss                 | 22.6        |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00653    |
|    value_loss           | 37.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -1.2e+03     |
| time/                   |              |
|    fps                  | 43           |
|    iterations           | 9            |
|    time_elapsed         | 428          |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0065385923 |
|    clip_fraction        | 0.0225       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.836       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 56.2         |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00064     |
|    value_loss           | 61.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.2e+03    |
| time/                   |             |
|    fps                  | 42          |
|    iterations           | 10          |
|    time_elapsed         | 482         |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.011602713 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.73       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 29.8        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.0116     |
|    value_loss           | 53          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.14e+03   |
| time/                   |             |
|    fps                  | 42          |
|    iterations           | 11          |
|    time_elapsed         | 533         |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.008147177 |
|    clip_fraction        | 0.0908      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.639      |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 11.9        |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0031     |
|    value_loss           | 42.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.05e+03   |
| time/                   |             |
|    fps                  | 41          |
|    iterations           | 12          |
|    time_elapsed         | 585         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.004988444 |
|    clip_fraction        | 0.055       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.577      |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0003      |
|    loss                 | 15.3        |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.00272    |
|    value_loss           | 55.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.05e+03   |
| time/                   |             |
|    fps                  | 41          |
|    iterations           | 13          |
|    time_elapsed         | 636         |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.002475253 |
|    clip_fraction        | 0.0295      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.491      |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 26.5        |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.000382   |
|    value_loss           | 68.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -997         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 14           |
|    time_elapsed         | 686          |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0026281578 |
|    clip_fraction        | 0.0352       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.445       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 25.2         |
|    n_updates            | 130          |
|    policy_gradient_loss | 0.00013      |
|    value_loss           | 56           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -948         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 15           |
|    time_elapsed         | 735          |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0010597957 |
|    clip_fraction        | 0.0109       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.433       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 51.2         |
|    n_updates            | 140          |
|    policy_gradient_loss | 0.000391     |
|    value_loss           | 75           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -948         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 16           |
|    time_elapsed         | 786          |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0020672402 |
|    clip_fraction        | 0.0435       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.345       |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 24.1         |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00291     |
|    value_loss           | 63.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -865         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 17           |
|    time_elapsed         | 839          |
|    total_timesteps      | 34816        |
| train/                  |              |
|    approx_kl            | 0.0014672957 |
|    clip_fraction        | 0.0239       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.305       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 32.3         |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00183     |
|    value_loss           | 72           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -820         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 18           |
|    time_elapsed         | 890          |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0044445293 |
|    clip_fraction        | 0.0287       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.275       |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 34.4         |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.000861    |
|    value_loss           | 75.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -820         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 19           |
|    time_elapsed         | 942          |
|    total_timesteps      | 38912        |
| train/                  |              |
|    approx_kl            | 0.0015506305 |
|    clip_fraction        | 0.0161       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.221       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 27.8         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000681    |
|    value_loss           | 65.9         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 3e+03         |
|    ep_rew_mean          | -768          |
| time/                   |               |
|    fps                  | 41            |
|    iterations           | 20            |
|    time_elapsed         | 992           |
|    total_timesteps      | 40960         |
| train/                  |               |
|    approx_kl            | 0.00046695772 |
|    clip_fraction        | 0.0105        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.198        |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 27            |
|    n_updates            | 190           |
|    policy_gradient_loss | -0.000173     |
|    value_loss           | 71.4          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 3e+03         |
|    ep_rew_mean          | -726          |
| time/                   |               |
|    fps                  | 41            |
|    iterations           | 21            |
|    time_elapsed         | 1043          |
|    total_timesteps      | 43008         |
| train/                  |               |
|    approx_kl            | 0.00066041364 |
|    clip_fraction        | 0.0147        |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.217        |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 30.8          |
|    n_updates            | 200           |
|    policy_gradient_loss | -0.00178      |
|    value_loss           | 72.1          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -702         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 22           |
|    time_elapsed         | 1095         |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 0.0006603142 |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.204       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 39.8         |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.000493    |
|    value_loss           | 74.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -702         |
| time/                   |              |
|    fps                  | 41           |
|    iterations           | 23           |
|    time_elapsed         | 1147         |
|    total_timesteps      | 47104        |
| train/                  |              |
|    approx_kl            | 0.0009031254 |
|    clip_fraction        | 0.0083       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.213       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 20.6         |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00021     |
|    value_loss           | 62.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -682         |
| time/                   |              |
|    fps                  | 40           |
|    iterations           | 24           |
|    time_elapsed         | 1200         |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0008804619 |
|    clip_fraction        | 0.017        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.197       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 32           |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00124     |
|    value_loss           | 70           |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 3e+03         |
|    ep_rew_mean          | -648          |
| time/                   |               |
|    fps                  | 40            |
|    iterations           | 25            |
|    time_elapsed         | 1256          |
|    total_timesteps      | 51200         |
| train/                  |               |
|    approx_kl            | 0.00040523347 |
|    clip_fraction        | 0.00376       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.22         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 47.7          |
|    n_updates            | 240           |
|    policy_gradient_loss | 7.19e-05      |
|    value_loss           | 74            |
-------------------------------------------
Traceback (most recent call last):
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/freeway/run_supervised_gnn.py", line 70, in <module>
    model.learn(total_timesteps=1000000, callback=[WandbCallback()])
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/ppo/ppo.py", line 315, in learn
    return super().learn(
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/on_policy_algorithm.py", line 313, in learn
    self.train()
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/ppo/ppo.py", line 217, in train
    values, log_prob, entropy = self.policy.evaluate_actions(rollout_data.observations, actions)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 730, in evaluate_actions
    features = self.extract_features(obs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 672, in extract_features
    return super().extract_features(obs, self.features_extractor if features_extractor is None else features_extractor)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 131, in extract_features
    return features_extractor(preprocessed_obs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/model/policy.py", line 40, in forward
    pyg_data = self.encoder.encode(observations)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/encoder/GraphEncoder.py", line 208, in encode
    car_indices = [i for i in range(num_nodes) if node_features[i, -1] == 1]
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/encoder/GraphEncoder.py", line 208, in <listcomp>
    car_indices = [i for i in range(num_nodes) if node_features[i, -1] == 1]
KeyboardInterrupt
