Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
-----------------------------
| time/              |      |
|    iterations           | 6           |
|    time_elapsed         | 256         |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.009140279 |
|    clip_fraction        | 0.0667      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 4.31        |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.00259    |
|    value_loss           | 12.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.46e+03   |
| time/                   |             |
|    fps                  | 45          |
|    iterations           | 7           |
|    time_elapsed         | 315         |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.007980503 |
|    clip_fraction        | 0.0765      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.992      |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 16.4        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00617    |
|    value_loss           | 18.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -1.37e+03    |
| time/                   |              |
|    fps                  | 45           |
|    iterations           | 8            |
|    time_elapsed         | 363          |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0114498045 |
|    clip_fraction        | 0.0709       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.935       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 18.9         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00573     |
|    value_loss           | 35.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.24e+03   |
| time/                   |             |
|    fps                  | 44          |
|    iterations           | 9           |
|    time_elapsed         | 410         |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.011976886 |
|    clip_fraction        | 0.0524      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.899      |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 13.8        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00348    |
|    value_loss           | 51.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.24e+03   |
| time/                   |             |
|    fps                  | 45          |
|    iterations           | 10          |
|    time_elapsed         | 452         |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.011840128 |
|    clip_fraction        | 0.075       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.816      |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 23.6        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00491    |
|    value_loss           | 57.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.16e+03   |
| time/                   |             |
|    fps                  | 45          |
|    iterations           | 11          |
|    time_elapsed         | 498         |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.003098226 |
|    clip_fraction        | 0.0667      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.687      |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 27.4        |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00289    |
|    value_loss           | 54.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -1.11e+03    |
| time/                   |              |
|    fps                  | 44           |
|    iterations           | 12           |
|    time_elapsed         | 549          |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0067911474 |
|    clip_fraction        | 0.078        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.598       |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0003       |
|    loss                 | 30.7         |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.0033      |
|    value_loss           | 56.8         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 3e+03       |
|    ep_rew_mean          | -1.11e+03   |
| time/                   |             |
|    fps                  | 44          |
|    iterations           | 13          |
|    time_elapsed         | 596         |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.006379528 |
|    clip_fraction        | 0.0506      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.529      |
|    explained_variance   | 0           |
|    learning_rate        | 0.0003      |
|    loss                 | 33.5        |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00199    |
|    value_loss           | 54.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3e+03        |
|    ep_rew_mean          | -1.03e+03    |
| time/                   |              |
|    fps                  | 44           |
|    iterations           | 14           |
|    time_elapsed         | 643          |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0015652364 |
|    clip_fraction        | 0.0215       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.527       |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 42.3         |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.0011      |
|    value_loss           | 60.9         |
------------------------------------------
Traceback (most recent call last):
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/freeway/run_supervised_gnn.py", line 70, in <module>
    model.learn(total_timesteps=1000000, callback=[WandbCallback()])
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/ppo/ppo.py", line 315, in learn
    return super().learn(
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/on_policy_algorithm.py", line 313, in learn
    self.train()
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/ppo/ppo.py", line 217, in train
    values, log_prob, entropy = self.policy.evaluate_actions(rollout_data.observations, actions)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 730, in evaluate_actions
    features = self.extract_features(obs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 672, in extract_features
    return super().extract_features(obs, self.features_extractor if features_extractor is None else features_extractor)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/stable_baselines3/common/policies.py", line 131, in extract_features
    return features_extractor(preprocessed_obs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1532, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1541, in _call_impl
    return forward_call(*args, **kwargs)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/model/policy.py", line 40, in forward
    pyg_data = self.encoder.encode(observations)
  File "/Users/rishubbhatia/Documents/master thesis/Master-Thesis-GNN/games/encoder/GraphEncoder.py", line 229, in encode
    return Batch.from_data_list(self.to_pyg_data(batch_data))
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch_geometric/data/batch.py", line 97, in from_data_list
    batch, slice_dict, inc_dict = collate(
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch_geometric/data/collate.py", line 142, in collate
    repeats = [store.num_nodes or 0 for store in stores]
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch_geometric/data/collate.py", line 142, in <listcomp>
    repeats = [store.num_nodes or 0 for store in stores]
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch_geometric/data/storage.py", line 425, in num_nodes
    cat_dim = self._parent().__cat_dim__(key, value, self)
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/torch_geometric/data/hetero_data.py", line 339, in __cat_dim__
    elif isinstance(store, EdgeStorage) and 'index' in key:
  File "/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/abc.py", line 119, in __instancecheck__
    return _abc_instancecheck(cls, instance)
KeyboardInterrupt
